customer_id,f_name,l_name,state,address
984,Derrick,Knight,Idaho,"2038 Charles Avenue, Stanleyberg, 95013"
985,Kimberly,Wong,Connecticut,"9239 Anthony Corners, South Jose, 83300"
986,Alexander,Blair,Maryland,"05095 Glass Springs Suite 801, Waltershire, 29382"
987,Jason,Anthony,Kansas,"796 Young Expressway Apt. 558, West Peterside, 17769"
988,Amy,Cuevas,California,"3217 David Centers, Port Rachelport, 38519"
989,Benjamin,Briggs,Kansas,"69870 David Club Apt. 346, New Betty, 38519"
990,Kimberly,Kent,New Jersey,"78569 Zachary Stravenue Suite 404, Laurenshire, 13293"
991,John,Larson,Oregon,"956 Angela Parkway, Millerhaven, 52174"
992,Matthew,Walter,South Dakota,"2570 Davis Center Suite 266, Port Josephmouth, 26888"
993,Hector,Davis,Delaware,"5429 Rogers Keys Suite 138, Lake Kathryn, 75493"
994,Brittney,Esparza,Hawaii,"347 Jennifer Overpass Suite 129, Port Anthonyland, 95710"
995,Lance,Buchanan,New York,"93540 Jill Circles Suite 076, West Jessica, 11065"
996,Hannah,Jones,Oklahoma,"1074 Joe Lane Apt. 851, North Kyle, 28074"
997,Maria,Hart,Nebraska,"90376 Hicks Hills, Lake Michaelashire, 16072"
998,Leah,Brown,Ohio,"25495 Mary Loop, Thomasville, 83680"
999,Katie,Willis,Kansas,"07820 Young Pine Suite 500, Walkerbury, 15933"
1000,Alyssa,Conley,Ohio,"77735 Glenn Squares, New Maria, 04750"
